Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Season,Name
19,ALABAMA,27,948,140,297,,,51,70,,176,,,,,,331,.471,,.729,35.1,12.3,6.5,,1974-75,d/dunntr01
20,ALABAMA,28,961,118,303,,,37,59,,145,,,,,,273,.389,,.627,34.3,9.8,5.2,,1975-76,d/dunntr01
21,ALABAMA,31,1094,173,353,,,61,86,,220,,,,,,407,.490,,.709,35.3,13.1,7.1,,1976-77,d/dunntr01
,,111,3842,530,1185,,,187,273,,740,,,,,,1247,.447,,.685,34.6,11.2,6.7,,Career,d/dunntr01
19,NCSTATE,34,662,95,180,2,14,52,73,,131,31,13,30,,,244,.528,.143,.712,19.5,7.2,3.9,0.9,2001-02,p/poweljo01
20,NCSTATE,31,838,144,252,9,24,88,119,,163,31,19,41,,,385,.571,.375,.739,27.0,12.4,5.3,1.0,2002-03,p/poweljo01
,,65,1500,239,432,11,38,140,192,,294,62,32,71,,,629,.553,.289,.729,23.1,9.7,4.5,1.0,Career,p/poweljo01
18,UCONN,26,962,91,247,10,29,69,89,,93,156,35,9,68,81,261,.368,.345,.775,37.0,10.0,3.6,6.0,1986-87,g/georgta01
19,UCONN,34,1111,115,230,9,23,98,118,,99,190,44,5,77,74,337,.500,.391,.831,32.7,9.9,2.9,5.6,1987-88,g/georgta01
20,UCONN,31,863,77,178,2,10,69,91,,104,152,48,5,71,81,225,.433,.200,.758,27.8,7.3,3.4,4.9,1988-89,g/georgta01
21,UCONN,37,1090,160,334,16,53,88,121,,131,179,74,10,77,87,424,.479,.302,.727,29.5,11.5,3.5,4.8,1989-90,g/georgta01
,,128,4026,443,989,37,115,324,419,,427,677,201,29,293,323,1247,.448,.322,.773,31.5,9.7,3.3,5.3,Career,g/georgta01
18,KANSASST,31,950,75,190,26,64,57,69,,63,114,50,2,70,91,233,.395,.406,.826,30.6,7.5,2.0,3.7,1986-87,h/hensost01
19,KANSASST,34,1243,79,184,42,83,111,120,,81,186,35,7,71,70,311,.429,.506,.925,36.6,9.1,2.4,5.5,1987-88,h/hensost01
20,KANSASST,30,1123,192,413,79,177,92,100,,81,141,43,0,80,69,555,.465,.446,.920,37.4,18.5,2.7,4.7,1988-89,h/hensost01
21,KANSASST,32,1158,181,406,93,213,101,112,,85,141,62,0,73,81,556,.446,.437,.902,36.2,17.4,2.7,4.4,1989-90,h/hensost01
,,127,4474,527,1193,240,537,361,401,,310,582,190,9,294,311,1655,.442,.447,.900,35.2,13.0,2.4,4.6,Career,h/hensost01
18,TEXAS,33,1068,123,298,5,33,107,138,,125,273,72,4,131,91,358,.413,.152,.775,32.4,10.8,3.8,8.3,2001-02,f/fordtj01
19,TEXAS,33,1110,159,397,18,68,159,194,,128,254,66,5,107,83,495,.401,.265,.820,33.6,15.0,3.9,7.7,2002-03,f/fordtj01
,,66,2178,282,695,23,101,266,332,,253,527,138,9,238,174,853,.406,.228,.801,33.0,12.9,3.8,8.0,Career,f/fordtj01
18,COLORADOST,28,499,64,146,,,39,71,,101,9,3,20,39,55,167,.438,,.549,17.8,6.0,3.6,0.3,1985-86,d/durhapa01
19,COLORADOST,29,1067,193,348,0,2,140,206,,271,51,16,62,87,83,526,.555,.000,.680,36.8,18.1,9.3,1.8,1986-87,d/durhapa01
20,COLORADOST,35,1287,252,505,0,3,172,249,,228,65,47,45,92,105,676,.499,.000,.691,36.8,19.3,6.5,1.9,1987-88,d/durhapa01
21,COLORADOST,33,1244,196,370,1,4,218,290,,251,66,54,44,91,74,611,.530,.250,.752,37.7,18.5,7.6,2.0,1988-89,d/durhapa01
,,125,4097,705,1369,1,9,569,816,,851,191,120,171,309,317,1980,.515,.111,.697,32.8,15.8,6.8,1.5,Career,d/durhapa01
20,VAUNION,31,,180,330,,,85,209,,295,27,36,111,47,69,445,.545,,.407,,14.4,9.5,0.9,1994-95,w/wallabe01
21,VAUNION,31,902,159,318,,,70,187,,325,18,31,114,58,56,388,.500,,.374,29.1,12.5,10.5,0.6,1995-96,w/wallabe01
,,62,902,339,648,,,155,396,,620,45,67,225,105,125,833,.523,,.391,29.1,13.4,10.0,0.7,Career,w/wallabe01
18,UCLA,30,521,66,111,14,31,29,35,,40,45,26,1,40,50,175,.595,.452,.829,17.4,5.8,1.3,1.5,1987-88,m/madkige01
20,UCLA,33,970,78,159,38,90,44,64,,78,121,43,3,48,86,238,.491,.422,.688,29.4,7.2,2.4,3.7,1989-90,m/madkige01
21,UCLA,32,914,102,198,32,91,59,78,,83,125,48,2,62,85,295,.515,.352,.756,28.6,9.2,2.6,3.9,1990-91,m/madkige01
22,UCLA,28,781,74,147,34,84,47,70,,68,113,29,3,49,72,229,.503,.405,.671,27.9,8.2,2.4,4.0,1991-92,m/madkige01
,,123,3186,320,615,118,296,179,247,,269,404,146,9,199,293,937,.520,.399,.725,25.9,7.6,2.2,3.3,Career,m/madkige01
18,TENNESSEE,26,366,38,97,,,11,13,,57,,9,18,7,49,87,.392,,.846,14.1,3.3,2.2,,1985-86,r/rothdo01
19,TENNESSEE,29,879,120,247,,,32,48,,201,,11,32,45,92,280,.486,,.667,30.3,9.7,6.9,,1986-87,r/rothdo01
20,TENNESSEE,29,582,84,200,,,22,36,,141,,12,36,45,75,199,.420,,.611,20.1,6.9,4.9,,1987-88,r/rothdo01
21,TENNESSEE,30,820,127,239,,,32,56,,243,,28,60,62,85,297,.531,,.571,27.3,9.9,8.1,,1988-89,r/rothdo01
,,114,2647,369,783,,,97,153,,642,,60,146,159,301,863,.471,,.634,23.2,7.6,5.6,,Career,r/rothdo01
19,VAUNION,31,,105,235,23,50,72,95,,90,95,24,,,,305,.447,.460,.758,,9.8,2.9,3.1,1986-87,e/engliaj01
20,VAUNION,29,,172,365,35,79,95,133,,137,145,31,,,,474,.471,.443,.714,,16.3,4.7,5.0,1987-88,e/engliaj01
21,VAUNION,30,,210,417,58,123,138,170,,120,93,31,,,,616,.504,.472,.812,,20.5,4.0,3.1,1988-89,e/engliaj01
22,VAUNION,30,,333,672,65,144,270,341,,154,92,39,,,,1001,.496,.451,.792,,33.4,5.1,3.1,1989-90,e/engliaj01
,,120,,820,1689,181,396,575,739,,501,425,125,,,,2396,.485,.457,.778,,20.0,4.2,3.5,Career,e/engliaj01
18,KENTUCKY,38,816,135,287,58,141,53,64,17,76,42,17,2,37,58,381,.470,.411,.828,21.5,10.0,2.0,1.1,2014-15,b/bookede01
,,38,816,135,287,58,141,53,64,17,76,42,17,2,37,58,381,.470,.411,.828,21.5,10.0,2.0,1.1,Career,b/bookede01
18,DUKE,33,1013,149,361,95,238,102,111,,81,67,38,2,,,495,.413,.399,.919,30.7,15.0,2.5,2.0,2002-03,r/redicjj01
19,DUKE,37,1152,172,407,102,258,143,150,,115,58,27,3,,,589,.423,.395,.953,31.1,15.9,3.1,1.6,2003-04,r/redicjj01
20,DUKE,33,1231,202,495,121,300,196,209,,108,86,35,2,,,721,.408,.403,.938,37.3,21.8,3.3,2.6,2004-05,r/redicjj01
21,DUKE,36,1336,302,643,139,330,221,256,,71,95,52,2,,,964,.470,.421,.863,37.1,26.8,2.0,2.6,2005-06,r/redicjj01
,,139,4732,825,1906,457,1126,662,726,,375,306,152,9,,,2769,.433,.406,.912,34.0,19.9,2.7,2.2,Career,r/redicjj01
19,DEPAUL,28,602,43,103,,,56,78,,172,30,27,6,62,75,142,.417,,.718,21.5,5.1,6.1,1.1,1981-82,c/corbity01
20,DEPAUL,33,1060,124,263,,,102,132,,262,39,21,31,74,99,350,.471,,.773,32.1,10.6,7.9,1.2,1982-83,c/corbity01
21,DEPAUL,30,1070,166,316,,,93,125,,223,89,42,9,72,79,425,.525,,.744,35.7,14.2,7.4,3.0,1983-84,c/corbity01
22,DEPAUL,29,1004,189,354,,,83,102,,236,69,45,11,73,82,461,.534,,.814,34.6,15.9,8.1,2.4,1984-85,c/corbity01
,,120,3736,522,1036,,,334,437,,893,227,135,57,281,335,1378,.504,,.764,31.1,11.5,7.4,1.9,Career,c/corbity01
19,ARIZONA,32,614,69,181,9,44,59,88,,156,66,47,18,,,206,.381,.205,.670,19.2,6.4,4.9,2.1,2002-03,i/iguodan01
20,ARIZONA,30,962,136,302,23,73,93,118,,253,147,48,11,,,388,.450,.315,.788,32.1,12.9,8.4,4.9,2003-04,i/iguodan01
,,62,1576,205,483,32,117,152,206,,409,213,95,29,,,594,.424,.274,.738,25.4,9.6,6.6,3.4,Career,i/iguodan01
18,FRESNOST,31,524,52,118,4,28,27,50,39,91,61,34,9,48,50,135,.441,.143,.540,16.9,4.4,2.9,2.0,2010-11,j/johnsty01
19,FRESNOST,33,978,113,268,23,73,59,86,55,152,81,44,9,41,108,308,.422,.315,.686,29.6,9.3,4.6,2.5,2011-12,j/johnsty01
20,FRESNOST,29,859,130,282,35,87,56,79,33,120,58,26,5,40,81,351,.461,.402,.709,29.6,12.1,4.1,2.0,2012-13,j/johnsty01
21,FRESNOST,35,1177,196,409,57,132,107,133,56,256,103,36,13,47,98,556,.479,.432,.805,33.6,15.9,7.3,2.9,2013-14,j/johnsty01
,,128,3538,491,1077,119,320,249,348,183,619,303,140,36,176,337,1350,.456,.372,.716,27.6,10.5,4.8,2.4,Career,j/johnsty01
18,GEORGIA,35,,188,415,44,124,95,121,,299,30,30,19,,,515,.453,.355,.785,,14.7,8.5,0.9,1997-98,j/jonesju01
19,GEORGIA,30,1032,197,443,48,138,122,168,,284,30,32,21,76,73,564,.445,.348,.726,34.4,18.8,9.5,1.0,1998-99,j/jonesju01
,,65,1032,385,858,92,262,217,289,,583,60,62,40,76,73,1079,.449,.351,.751,34.4,16.6,9.0,0.9,Career,j/jonesju01
18,GEORGEWASH,29,1019,96,209,22,66,68,91,,237,44,30,11,,,282,.459,.333,.747,35.1,9.7,8.2,1.5,2002-03,h/hallmi01
19,GEORGEWASH,30,916,111,215,14,42,73,95,,234,45,24,13,,,309,.516,.333,.768,30.5,10.3,7.8,1.5,2003-04,h/hallmi01
20,GEORGEWASH,28,840,105,199,25,53,61,78,,225,56,29,14,,,296,.528,.472,.782,30.0,10.6,8.0,2.0,2004-05,h/hallmi01
21,GEORGEWASH,30,961,108,244,40,106,73,93,,227,71,31,13,,,329,.443,.377,.785,32.0,11.0,7.6,2.4,2005-06,h/hallmi01
,,117,3736,420,867,101,267,275,357,,923,216,114,51,,,1216,.484,.378,.770,31.9,10.4,7.9,1.8,Career,h/hallmi01
18,NEVADA,18,494,81,215,19,64,65,104,,83,26,12,15,,,246,.377,.297,.625,27.4,13.7,4.6,1.4,2001-02,s/snydeki01
19,NEVADA,32,1013,187,420,33,123,113,177,,259,81,29,26,,,520,.445,.268,.638,31.7,16.3,8.1,2.5,2002-03,s/snydeki01
20,NEVADA,34,1079,209,485,54,155,166,227,,195,117,35,22,,,638,.431,.348,.731,31.7,18.8,5.7,3.4,2003-04,s/snydeki01
,,84,2586,477,1120,106,342,344,508,,537,224,76,63,,,1404,.426,.310,.677,30.8,16.7,6.4,2.7,Career,s/snydeki01
19,DETROIT,33,1098,140,318,25,80,141,204,46,156,161,54,5,85,70,446,.440,.313,.691,33.3,13.5,4.7,4.9,2010-11,m/mccalra01
20,DETROIT,36,1213,192,419,30,125,141,184,37,163,143,57,7,80,74,555,.458,.240,.766,33.7,15.4,4.5,4.0,2011-12,m/mccalra01
21,DETROIT,33,1208,214,436,42,130,147,205,43,167,147,64,20,68,66,617,.491,.323,.717,36.6,18.7,5.1,4.5,2012-13,m/mccalra01
,,102,3519,546,1173,97,335,429,593,126,486,451,175,32,233,210,1618,.465,.290,.723,34.5,15.9,4.8,4.4,Career,m/mccalra01
18,MICHIGAN,26,,35,86,,,22,38,,83,,8,19,27,32,92,.407,,.579,,3.5,3.2,,1982-83,t/tarplro01
19,MICHIGAN,33,932,166,315,,,81,102,,266,29,19,69,58,95,413,.527,,.794,28.2,12.5,8.1,0.9,1983-84,t/tarplro01
20,MICHIGAN,30,1018,223,425,,,124,160,,313,48,28,66,87,92,570,.525,,.775,33.9,19.0,10.4,1.6,1984-85,t/tarplro01
21,MICHIGAN,33,1045,205,379,,,116,143,,291,45,48,97,86,102,526,.541,,.811,31.7,15.9,8.8,1.4,1985-86,t/tarplro01
,,122,2995,629,1205,,,343,443,,953,122,103,251,258,321,1601,.522,,.774,31.2,13.1,7.8,1.3,Career,t/tarplro01
18,LASALLE,25,,83,174,,,61,100,,158,,34,16,,50,227,.477,,.610,,9.1,6.3,,1981-82,l/lewisra01
19,LASALLE,32,1071,156,339,,,106,158,,259,,44,17,47,87,418,.460,,.671,33.5,13.1,8.1,,1982-83,l/lewisra01
20,LASALLE,31,,237,404,,,164,220,,281,,70,22,54,74,638,.587,,.745,,20.6,9.1,,1983-84,l/lewisra01
21,LASALLE,28,,201,360,,,122,165,,268,,52,39,66,88,524,.558,,.739,,18.7,9.6,,1984-85,l/lewisra01
,,116,1071,677,1277,,,453,643,,966,,200,94,167,299,1807,.530,,.705,33.5,15.6,8.3,,Career,l/lewisra01
18,CMICHIGAN,28,520,105,183,0,0,63,90,,135,6,14,45,51,67,273,.574,,.700,18.6,9.8,4.8,0.2,2000-01,k/kamanch01
19,CMICHIGAN,24,604,97,158,0,0,89,137,,199,22,9,39,69,68,283,.614,,.650,25.2,11.8,8.3,0.9,2001-02,k/kamanch01
20,CMICHIGAN,31,1055,244,392,0,0,206,275,,373,37,19,98,137,99,694,.622,,.749,34.0,22.4,12.0,1.2,2002-03,k/kamanch01
,,83,2179,446,733,0,0,358,502,,707,65,42,182,257,234,1250,.608,,.713,26.3,15.1,8.5,0.8,Career,k/kamanch01
18,ARKANSASLR,27,749,57,138,9,31,71,92,,89,92,39,3,50,71,194,.413,.290,.772,27.7,7.2,3.3,3.4,1992-93,f/fishede01
19,ARKANSASLR,28,888,94,212,23,55,72,93,,109,102,45,0,72,90,283,.443,.418,.774,31.7,10.1,3.9,3.6,1993-94,f/fishede01
20,ARKANSASLR,27,938,153,386,43,113,130,180,,135,124,44,7,70,61,479,.396,.381,.722,34.7,17.7,5.0,4.6,1994-95,f/fishede01
21,ARKANSASLR,30,1080,128,312,51,133,128,171,,144,154,56,2,81,64,435,.410,.383,.749,36.0,14.5,4.8,5.1,1995-96,f/fishede01
,,112,3655,432,1048,126,332,401,536,,477,472,184,12,273,286,1391,.412,.380,.748,32.6,12.4,4.3,4.2,Career,f/fishede01
18,UCLA,33,999,165,369,46,150,129,153,21,127,58,73,12,40,69,505,.447,.307,.843,30.3,15.3,3.8,1.8,2012-13,a/adamsjo01
19,UCLA,36,1082,208,429,52,146,158,189,67,192,84,95,5,54,78,626,.485,.356,.836,30.1,17.4,5.3,2.3,2013-14,a/adamsjo01
,,69,2081,373,798,98,296,287,342,88,319,142,168,17,94,147,1131,.467,.331,.839,30.2,16.4,4.6,2.1,Career,a/adamsjo01
18,BOSTONCOLL,30,873,141,260,0,3,96,139,,206,38,36,6,77,103,378,.542,.000,.691,29.1,12.6,6.9,1.3,1990-91,c/curlebi01
19,BOSTONCOLL,31,1051,187,324,0,1,178,230,,250,29,26,25,88,115,552,.577,.000,.774,33.9,17.8,8.1,0.9,1991-92,c/curlebi01
20,BOSTONCOLL,31,1052,181,312,0,0,129,152,,235,37,32,29,69,93,491,.580,,.849,33.9,15.8,7.6,1.2,1992-93,c/curlebi01
21,BOSTONCOLL,34,1140,233,418,0,1,215,271,,305,54,27,28,74,96,681,.557,.000,.793,33.5,20.0,9.0,1.6,1993-94,c/curlebi01
,,126,4116,742,1314,0,5,618,792,,996,158,121,88,308,407,2102,.565,.000,.780,32.7,16.7,7.9,1.3,Career,c/curlebi01
23,SWTEXAS,31,916,169,350,,,130,178,,232,,18,62,65,98,468,.483,,.730,29.5,15.1,7.5,,1987-88,b/brynto01
24,SWTEXAS,30,837,203,386,,,97,133,,271,,19,42,49,79,503,.526,,.729,27.9,16.8,9.0,,1988-89,b/brynto01
,,61,1753,372,736,,,227,311,,503,,37,104,114,177,971,.505,,.730,28.7,15.9,8.2,,Career,b/brynto01
19,UNC,37,1115,199,318,,,152,205,,289,27,23,67,,115,550,.626,,.741,30.1,14.9,7.8,0.7,1980-81,p/perkisa01
20,UNC,32,1141,174,301,,,109,142,,250,35,33,53,53,74,457,.578,,.768,35.7,14.3,7.8,1.1,1981-82,p/perkisa01
21,UNC,35,1174,218,414,12,48,145,177,,330,47,41,65,71,91,593,.527,.250,.819,33.5,16.9,9.4,1.3,1982-83,p/perkisa01
22,UNC,31,1029,195,331,,,155,181,,298,51,28,60,61,70,545,.589,,.856,33.2,17.6,9.6,1.6,1983-84,p/perkisa01
,,135,4459,786,1364,12,48,561,705,,1167,160,125,245,185,350,2145,.576,.250,.796,33.0,15.9,8.6,1.2,Career,p/perkisa01
18,STMARYTX,19,,14,30,,,11,21,,14,,,,,,39,.467,,.524,,2.1,0.7,,1973-74,r/reidro01
19,STMARYTX,33,,197,368,,,53,73,,286,,,,,,447,.535,,.726,,13.5,8.7,,1974-75,r/reidro01
20,STMARYTX,28,,237,458,,,74,85,,288,,,,,,548,.517,,.871,,19.6,10.3,,1975-76,r/reidro01
21,STMARYTX,29,,196,405,,,83,115,,244,,,,,,475,.484,,.722,,16.4,8.4,,1976-77,r/reidro01
,,109,,644,1261,,,221,294,,832,,,,,,1509,.511,,.752,,13.8,7.6,,Career,r/reidro01
19,MICHIGANST,29,750,111,277,18,76,57,79,,73,146,17,4,117,61,297,.401,.237,.722,25.9,10.2,2.5,5.0,1996-97,c/cleavma01
20,MICHIGANST,30,,161,403,51,152,111,158,,75,217,73,6,,,484,.400,.336,.703,,16.1,2.5,7.2,1997-98,c/cleavma01
21,MICHIGANST,38,1185,159,392,42,144,85,108,,62,274,69,2,141,76,445,.406,.292,.787,31.2,11.7,1.6,7.2,1998-99,c/cleavma01
22,MICHIGANST,26,820,109,259,32,85,65,86,,46,179,36,4,95,57,315,.421,.376,.756,31.5,12.1,1.8,6.9,1999-00,c/cleavma01
,,123,2755,540,1331,143,457,318,431,,256,816,195,16,353,194,1541,.406,.313,.738,29.6,12.5,2.1,6.6,Career,c/cleavma01
18,UTEP,28,240,11,32,,,13,30,,51,4,6,8,11,25,35,.344,,.433,8.6,1.3,1.8,0.1,1986-87,d/davisan01
19,UTEP,30,907,108,183,,,63,115,,195,20,19,36,56,82,279,.590,,.548,30.2,9.3,6.5,0.7,1987-88,d/davisan01
20,UTEP,32,1014,162,298,0,1,135,218,,255,14,12,24,52,74,459,.544,.000,.619,31.7,14.3,8.0,0.4,1988-89,d/davisan01
21,UTEP,32,991,119,228,0,1,106,165,,243,21,17,36,55,90,344,.522,.000,.642,31.0,10.8,7.6,0.7,1989-90,d/davisan01
,,122,3152,400,741,0,2,317,528,,744,59,54,104,174,271,1117,.540,.000,.600,25.8,9.2,6.1,0.5,Career,d/davisan01
18,MONTEVALLO,29,,158,278,0,2,72,133,,187,12,,,,,388,.568,.000,.541,,13.4,6.4,0.4,1991-92,d/driggna01
19,MONTEVALLO,29,,237,381,1,6,95,171,,206,29,,,,,570,.622,.167,.556,,19.7,7.1,1.0,1992-93,d/driggna01
20,MONTEVALLO,17,,105,207,7,32,54,95,,107,10,,,,,271,.507,.219,.568,,15.9,6.3,0.6,1993-94,d/driggna01
21,MONTEVALLO,29,,306,558,48,108,165,282,,314,60,,,,,825,.548,.444,.585,,28.4,10.8,2.1,1994-95,d/driggna01
,,104,,806,1424,56,148,386,681,,814,111,,,,,2054,.566,.378,.567,,19.8,7.8,1.1,Career,d/driggna01
18,UTEP,37,,130,259,11,39,54,101,,302,24,31,35,63,,325,.502,.282,.535,,8.8,8.2,0.6,2008-09,m/moultar01
19,UTEP,33,955,131,276,9,40,54,83,65,220,41,45,27,70,72,325,.475,.225,.651,28.9,9.8,6.7,1.2,2009-10,m/moultar01
21,MISSST,30,1073,180,328,8,18,124,159,110,314,35,25,23,73,67,492,.549,.444,.780,35.8,16.4,10.5,1.2,2011-12,m/moultar01
,,100,2028,441,863,28,97,232,343,175,836,100,101,85,206,139,1142,.511,.289,.676,32.2,11.4,8.4,1.0,Career,m/moultar01
19,COLORADO,26,919,145,351,45,127,130,151,,165,143,42,4,119,75,465,.413,.354,.861,35.3,17.9,6.3,5.5,1995-96,b/billuch01
20,COLORADO,29,947,152,368,75,187,176,206,,141,139,62,4,84,53,555,.413,.401,.854,32.7,19.1,4.9,4.8,1996-97,b/billuch01
,,55,1866,297,719,120,314,306,357,,306,282,104,8,203,128,1020,.413,.382,.857,33.9,18.5,5.6,5.1,Career,b/billuch01
19,ARKANSASLR,19,393,64,126,,,31,56,,132,22,11,38,30,127,159,.508,,.554,20.7,8.4,6.9,1.2,1990-91,r/rogerca01
21,TENNST,29,918,239,385,0,3,111,178,,339,30,19,93,63,103,589,.621,.000,.624,31.7,20.3,11.7,1.0,1992-93,r/rogerca01
22,TENNST,31,1052,288,469,4,13,179,276,,358,47,21,93,122,89,759,.614,.308,.649,33.9,24.5,11.5,1.5,1993-94,r/rogerca01
,,79,2363,591,980,4,16,321,510,,829,99,51,224,215,319,1507,.603,.250,.629,29.9,19.1,10.5,1.3,Career,r/rogerca01
17,NCSTATE,7,89,12,32,7,17,2,3,,7,0,2,0,6,9,33,.375,.412,.667,12.7,4.7,1.0,0.0,1987-88,g/greense01
18,IONA,23,570,119,291,26,87,37,55,,93,14,34,6,38,41,301,.409,.299,.673,24.8,13.1,4.0,0.6,1988-89,g/greense01
19,IONA,28,1012,215,508,52,158,71,104,,139,26,47,13,75,55,553,.423,.329,.683,36.1,19.8,5.0,0.9,1989-90,g/greense01
20,IONA,30,1069,265,550,53,155,113,149,,155,42,51,18,75,61,696,.482,.342,.758,35.6,23.2,5.2,1.4,1990-91,g/greense01
,,88,2740,611,1381,138,417,223,311,,394,82,134,37,194,166,1583,.442,.331,.717,31.1,18.0,4.5,0.9,Career,g/greense01
20,MICHIGAN,20,233,13,37,0,5,7,11,,43,5,,,,,33,.351,.000,.636,11.7,1.7,2.2,0.3,1993-94,n/ndiayma01
21,MICHIGAN,30,616,65,133,1,2,19,35,,156,18,,,,,150,.489,.500,.543,20.5,5.0,5.2,0.6,1994-95,n/ndiayma01
23,UNC,33,257,26,64,1,1,8,18,,54,6,,,,,61,.406,1.000,.444,7.8,1.8,1.6,0.2,1996-97,n/ndiayma01
24,UNC,38,,91,189,3,11,34,53,,155,29,23,54,,,219,.481,.273,.642,,5.8,4.1,0.8,1997-98,n/ndiayma01
,,121,1106,195,423,5,19,68,117,,408,58,23,54,,,463,.461,.263,.581,13.3,3.8,3.4,0.5,Career,n/ndiayma01
20,VALPO,27,943,117,267,78,170,49,65,,64,162,37,3,71,59,361,.438,.459,.754,34.9,13.4,2.4,6.0,1994-95,d/drewbr01
21,VALPO,32,1136,178,401,92,231,103,119,,92,164,46,1,88,74,551,.444,.398,.866,35.5,17.2,2.9,5.1,1995-96,d/drewbr01
22,VALPO,31,1078,193,419,100,219,131,149,,94,145,50,4,77,71,617,.461,.457,.879,34.8,19.9,3.0,4.7,1996-97,d/drewbr01
23,VALPO,31,,208,462,94,217,103,130,,130,155,53,2,,,613,.450,.433,.792,,19.8,4.2,5.0,1997-98,d/drewbr01
,,121,3157,696,1549,364,837,386,463,,380,626,186,10,236,204,2142,.449,.435,.834,35.1,17.7,3.1,5.2,Career,d/drewbr01
18,EVANSVILLE,2,16,2,7,,,0,1,,1,0,,,,,4,.286,,.000,8.0,2.0,0.5,0.0,1985-86,g/godfrda01
19,EVANSVILLE,23,440,59,109,,,15,25,,101,5,,,,,133,.541,,.600,19.1,5.8,4.4,0.2,1986-87,g/godfrda01
20,EVANSVILLE,29,849,176,290,,,68,100,,246,30,,,,,420,.607,,.680,29.3,14.5,8.5,1.0,1987-88,g/godfrda01
21,EVANSVILLE,31,909,201,320,,,89,127,,248,34,,,,,491,.628,,.701,29.3,15.8,8.0,1.1,1988-89,g/godfrda01
22,EVANSVILLE,17,546,134,227,1,2,69,94,,141,12,,,,,338,.590,.500,.734,32.1,19.9,8.3,0.7,1989-90,g/godfrda01
,,102,2760,572,953,1,2,241,347,,737,81,,,,,1386,.600,.500,.695,27.1,13.6,7.2,0.8,Career,g/godfrda01
18,WASHST,25,489,46,119,2,22,27,49,,79,50,15,9,,,121,.387,.091,.551,19.6,4.8,3.2,2.0,2004-05,w/weaveky01
19,WASHST,27,802,85,176,8,29,55,80,,116,107,39,19,,,233,.483,.276,.688,29.7,8.6,4.3,4.0,2005-06,w/weaveky01
20,WASHST,34,1152,133,273,9,38,107,139,,191,157,74,40,,,382,.487,.237,.770,33.9,11.2,5.6,4.6,2006-07,w/weaveky01
21,WASHST,35,1159,138,298,24,66,126,172,,184,151,60,25,97,,426,.463,.364,.733,33.1,12.2,5.3,4.3,2007-08,w/weaveky01
,,121,3602,402,866,43,155,315,440,,570,465,188,93,97,,1162,.464,.277,.716,29.8,9.6,4.7,3.8,Career,w/weaveky01
18,VANDY,26,825,164,368,,,71,94,,181,,,,,,399,.446,,.755,31.7,15.3,7.0,,1976-77,d/davisch02
19,VANDY,25,889,178,353,,,63,87,,178,,,,,,419,.504,,.724,35.6,16.8,7.1,,1977-78,d/davisch02
20,VANDY,27,964,203,352,,,96,130,,234,,,,,,502,.577,,.738,35.7,18.6,8.7,,1978-79,d/davisch02
21,VANDY,1,15,3,6,,,0,0,,3,,,,,,6,.500,,,15.0,6.0,3.0,,1979-80,d/davisch02
22,VANDY,26,676,135,249,,,79,99,,150,,,,,,349,.542,,.798,26.0,13.4,5.8,,1980-81,d/davisch02
,,105,3369,683,1328,,,309,410,,746,,,,,,1675,.514,,.754,32.1,16.0,7.1,,Career,d/davisch02
20,UCLA,29,689,131,269,4,16,48,78,,169,26,24,26,53,83,314,.487,.250,.615,23.8,10.8,5.8,0.9,1998-99,m/moisoje01
21,UCLA,33,972,170,339,1,6,87,142,,252,40,37,55,88,93,428,.501,.167,.613,29.5,13.0,7.6,1.2,1999-00,m/moisoje01
,,62,1661,301,608,5,22,135,220,,421,66,61,81,141,176,742,.495,.227,.614,26.8,12.0,6.8,1.1,Career,m/moisoje01
18,SYRACUSE,40,572,54,117,6,15,41,73,46,118,18,17,18,26,54,155,.462,.400,.562,14.3,3.9,3.0,0.5,2012-13,g/grantje01
19,SYRACUSE,32,1005,133,268,0,5,120,178,78,217,44,26,18,37,75,386,.496,.000,.674,31.4,12.1,6.8,1.4,2013-14,g/grantje01
,,72,1577,187,385,6,20,161,251,124,335,62,43,36,63,129,541,.486,.300,.641,21.9,7.5,4.7,0.9,Career,g/grantje01
19,SANFRAN,29,,154,292,,,85,134,,107,,,,,,393,.527,,.634,,13.6,3.7,,1979-80,d/dailequ01
20,SANFRAN,31,,267,467,,,159,206,,170,,,,,,693,.572,,.772,,22.4,5.5,,1980-81,d/dailequ01
21,SANFRAN,30,1138,286,524,,,183,232,,156,,,,,,755,.546,,.789,37.9,25.2,5.2,,1981-82,d/dailequ01
,,90,1138,707,1283,,,427,572,,433,,,,,,1841,.551,,.747,37.9,20.5,4.8,,Career,d/dailequ01
22,BYU,32,802,155,278,3,11,70,109,,286,38,45,15,,,383,.558,.273,.642,25.1,12.0,8.9,1.2,2002-03,a/araujra01
23,BYU,30,895,211,368,8,30,122,169,,303,37,43,25,,,552,.573,.267,.722,29.8,18.4,10.1,1.2,2003-04,a/araujra01
,,62,1697,366,646,11,41,192,278,,589,75,88,40,,,935,.567,.268,.691,27.4,15.1,9.5,1.2,Career,a/araujra01
18,UNC,35,766,84,166,16,57,23,43,,123,49,45,18,,,207,.506,.281,.535,21.9,5.9,3.5,1.4,2002-03,n/noelda01
